customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0344,Female,1,No,Yes,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,96.34,5627.62,Yes
CUST0345,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.76,2080.58,No
CUST0346,Male,0,No,No,10,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),94.83,912.59,No
CUST0347,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),95.6,1661.4,Yes
CUST0348,Female,1,Yes,No,18,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),24.11,423.87,Yes
CUST0349,Female,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,19.92,1042.61,Yes
CUST0350,Male,0,Yes,Yes,25,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,117.34,2934.57,No
CUST0351,Female,0,No,No,5,Yes,No,No,Yes,No,No,Yes,No,No,Two year,No,Electronic check,37.73,180.32,No
CUST0352,Male,0,No,Yes,3,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,101.86,277.5,Yes
CUST0353,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),75.31,2130.76,Yes
CUST0354,Female,1,Yes,No,58,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,44.98,2621.97,No
CUST0355,Female,0,Yes,Yes,16,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,31.26,460.13,Yes
CUST0356,Male,0,Yes,Yes,42,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,68.66,2926.26,No
CUST0357,Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.55,3876.6,No
CUST0358,Female,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),89.29,2921.59,No
CUST0359,Male,0,No,Yes,7,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,110.23,742.24,No
CUST0360,Male,0,Yes,Yes,12,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,100.14,1165.27,No
CUST0361,Female,0,No,No,7,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.99,314.39,No
CUST0362,Male,0,No,Yes,64,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.65,6853.15,No
CUST0363,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.01,4318.0,No
CUST0364,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),112.77,4250.14,Yes
CUST0365,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),64.78,3772.92,Yes
CUST0366,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Electronic check,96.39,4173.29,Yes
CUST0367,Female,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,78.35,631.75,No
CUST0368,Female,0,No,Yes,36,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),49.67,1806.13,No
CUST0369,Male,1,Yes,No,35,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,119.43,4223.89,No
CUST0370,Male,1,Yes,No,27,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),21.91,605.41,No
CUST0371,Female,0,No,No,41,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),34.55,1402.97,No
CUST0372,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,109.04,4574.63,Yes
CUST0373,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.18,1027.43,No
CUST0374,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Mailed check,108.46,7012.97,Yes
CUST0375,Male,0,No,Yes,54,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,90.95,4893.87,Yes
CUST0376,Female,0,Yes,Yes,71,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,21.74,1551.27,No
CUST0377,Female,0,No,Yes,47,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),61.79,2921.77,No
CUST0378,Male,0,No,No,21,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,94.96,2020.51,No
CUST0379,Female,0,No,Yes,26,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.48,1996.3,No
CUST0380,Male,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,113.46,7452.95,No
CUST0381,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,106.5,1323.48,No
CUST0382,Female,0,No,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,51.93,2242.56,No
CUST0383,Female,0,Yes,Yes,9,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,26.63,199.25,No
CUST0384,Male,0,Yes,No,8,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.31,913.97,No
CUST0385,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),70.76,3782.21,No
CUST0386,Female,0,No,Yes,26,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,25.59,692.79,No
CUST0387,Male,0,Yes,Yes,33,Yes,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,101.29,3386.34,No
CUST0388,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),106.59,0.0,No
CUST0389,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,83.22,2567.39,No
CUST0390,Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),63.65,4433.71,No
CUST0391,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,85.54,5681.73,No
CUST0392,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),90.08,1710.36,Yes
CUST0393,Female,0,No,No,34,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.09,3661.74,No
CUST0394,Female,0,No,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),115.5,1868.8,Yes
CUST0395,Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,70.46,1186.69,No
CUST0396,Female,0,Yes,Yes,44,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,99.45,4378.91,No
CUST0397,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,116.38,6091.14,No
CUST0398,Female,1,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,33.43,2215.48,No
CUST0399,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.86,1245.07,No
CUST0400,Male,0,No,Yes,0,Yes,Yes,No,No,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),106.63,0.0,Yes
CUST0401,Female,0,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.92,2145.25,Yes
CUST0402,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,No,Credit card (automatic),22.33,518.99,No
CUST0403,Male,0,No,No,19,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),34.33,671.99,No
CUST0404,Male,0,No,Yes,9,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Two year,No,Electronic check,57.18,485.36,Yes
CUST0405,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),40.37,2384.07,Yes
CUST0406,Female,1,Yes,Yes,40,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,49.14,1937.17,Yes
CUST0407,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,117.48,445.48,No
CUST0408,Female,0,No,No,64,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.85,5730.1,Yes
CUST0409,Female,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.64,1477.09,Yes
CUST0410,Female,0,Yes,No,21,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),27.66,573.62,No
CUST0411,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),92.67,3738.73,No
CUST0412,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.41,6286.96,No
CUST0413,Female,0,No,Yes,68,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),85.29,5842.67,No
CUST0414,Male,0,No,No,10,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.3,438.66,No
CUST0415,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),61.15,3318.44,No
CUST0416,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.32,5249.73,No
CUST0417,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,86.36,1771.01,Yes
CUST0418,Female,1,No,No,25,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),92.74,2367.87,No
CUST0419,Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,77.91,1364.91,No
CUST0420,Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),63.86,3779.07,Yes
CUST0421,Female,1,Yes,No,70,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,95.42,6649.35,No
CUST0422,Female,0,Yes,Yes,46,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),24.93,1123.03,No
CUST0423,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.66,6090.76,No
CUST0424,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Two year,No,Mailed check,119.71,3040.52,No
CUST0425,Female,0,Yes,No,39,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),97.58,3815.11,Yes
CUST0426,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),47.64,225.62,No
CUST0427,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.34,877.69,No
CUST0428,Female,0,Yes,No,3,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),86.06,211.84,No
CUST0429,Male,0,No,Yes,22,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,109.38,2416.03,No
CUST0430,Female,0,No,Yes,14,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,76.95,1066.2,Yes
CUST0431,Male,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),71.8,541.58,No
CUST0432,Female,0,No,No,40,No,No,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.36,1354.6,No
CUST0433,Male,1,Yes,Yes,18,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),90.98,1630.85,Yes
CUST0434,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,89.63,4036.14,No
CUST0435,Female,0,No,No,27,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,116.63,3126.31,No
CUST0436,Female,0,Yes,Yes,67,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,48.62,3298.39,No
CUST0437,Female,0,Yes,Yes,14,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),95.16,1328.69,Yes
CUST0438,Female,1,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),62.27,2234.14,No
CUST0439,Male,0,Yes,No,0,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),74.96,0.0,No
CUST0440,Male,0,Yes,No,66,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.28,6665.68,No
CUST0441,Male,0,Yes,No,23,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),40.64,966.47,Yes
CUST0442,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Credit card (automatic),52.97,1339.45,No
CUST0443,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,96.88,3746.6,No
CUST0444,Female,0,No,No,62,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,No,Credit card (automatic),76.19,4768.86,Yes
CUST0445,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,27.43,1680.04,No
CUST0446,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,61.88,2154.59,No
CUST0447,Male,0,Yes,No,23,No,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.84,1804.17,Yes
CUST0448,Female,1,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),110.77,2592.01,No
CUST0449,Male,1,No,No,3,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),37.23,82.88,No
CUST0450,Female,0,No,Yes,66,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,100.21,6569.76,No
CUST0451,Female,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),31.32,1037.31,No
CUST0452,Female,0,Yes,No,56,Yes,No,No,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),42.71,2356.02,Yes
CUST0453,Female,0,No,Yes,48,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.82,2024.09,No
CUST0454,Female,1,No,No,52,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,107.5,5629.15,No
CUST0455,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),38.3,793.34,Yes
CUST0456,Male,0,No,Yes,68,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.27,6714.04,No
CUST0457,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),65.1,3386.9,Yes
CUST0458,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.91,7320.44,No
CUST0459,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.59,4160.78,No
CUST0460,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.45,5226.34,No
CUST0461,Female,0,No,No,59,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.81,6263.35,Yes
CUST0462,Male,0,Yes,Yes,53,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.67,4341.79,No
CUST0463,Female,0,No,No,69,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,7204.89,No
CUST0464,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),44.63,2471.38,No
CUST0465,Female,0,No,No,9,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),27.97,204.54,No
CUST0466,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,80.83,3200.33,Yes
CUST0467,Female,0,Yes,No,6,No,No,No,No,No,No internet service,No,No,No,Two year,No,Mailed check,62.34,422.08,No
CUST0468,Male,0,No,No,37,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,61.5,2263.31,No
CUST0469,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),71.73,4256.35,No
CUST0470,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),54.86,132.45,No
CUST0471,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),81.86,4126.1,No
CUST0472,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,21.12,934.02,Yes
CUST0473,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,116.93,7797.86,No
CUST0474,Female,0,No,No,37,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.32,4188.06,No
CUST0475,Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.4,4011.19,No
CUST0476,Female,0,Yes,Yes,40,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,55.23,2238.28,No
CUST0477,Male,0,Yes,Yes,68,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),72.25,4883.07,No
CUST0478,Female,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,115.32,1374.99,Yes
CUST0479,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),110.04,6282.36,No
CUST0480,Female,0,No,No,49,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Electronic check,98.6,4797.43,No
CUST0481,Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),59.55,1698.01,No
CUST0482,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.56,4587.45,No
CUST0483,Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,98.88,2374.07,Yes
CUST0484,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),45.85,1193.18,No
CUST0485,Male,0,No,Yes,50,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),81.9,4126.43,No
CUST0486,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),102.45,5762.5,No
CUST0487,Male,0,No,No,46,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,90.16,4188.73,No
CUST0488,Female,0,Yes,No,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,66.91,2575.87,No
CUST0489,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),77.63,1139.84,Yes
CUST0490,Male,0,No,Yes,21,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),118.84,2478.77,No
CUST0491,Female,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,79.4,4208.24,No
CUST0492,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.13,1914.03,No
CUST0493,Male,0,No,Yes,71,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),92.11,6580.2,No
CUST0494,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),89.55,1297.68,No
CUST0495,Male,0,Yes,No,58,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Electronic check,91.07,5264.3,No
CUST0496,Male,0,Yes,Yes,30,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),64.35,1937.42,Yes
CUST0497,Male,1,No,Yes,41,Yes,Yes,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),66.36,2722.54,No
CUST0498,Female,0,Yes,No,31,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,65.72,2052.77,Yes
CUST0499,Male,1,No,Yes,58,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),21.39,1243.37,No
CUST0500,Female,0,No,Yes,33,No,Yes,No,No,No,Yes,No,No,No,Two year,No,Mailed check,42.59,1378.37,No
CUST0501,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,33.77,240.27,No
CUST0502,Male,0,Yes,Yes,10,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,108.42,1124.92,No
CUST0503,Male,1,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,46.05,390.85,No
CUST0504,Female,0,Yes,Yes,16,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,32.12,492.02,No
CUST0505,Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),30.22,2016.04,No
CUST0506,Male,0,No,Yes,47,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,89.4,4165.74,No
CUST0507,Female,0,No,Yes,51,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,18.62,950.35,No
CUST0508,Male,0,Yes,No,24,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,66.07,1602.18,No
CUST0509,Female,0,Yes,No,20,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,30.12,631.0,No
CUST0510,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,104.67,6720.03,Yes
CUST0511,Male,0,No,Yes,62,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,115.76,7141.88,Yes
CUST0512,Female,1,Yes,No,50,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),115.79,5785.11,Yes
CUST0513,Male,1,Yes,Yes,35,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),63.08,2161.66,No
CUST0514,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),83.74,5394.88,Yes
CUST0515,Female,0,No,Yes,14,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,No,Mailed check,79.17,1102.39,Yes
CUST0516,Male,1,Yes,No,38,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,53.7,2015.9,No
